run_id,metric_scope,split,prediction_file,seed,closure,experiment_type,regime,fold,transfer_pair,n_targets,positive_fraction,auroc,auprc,accuracy,precision,recall,f1,brier,ece_10bin
run_0000,all_saved_splits,all_saved,/home/tuv43532/PangenomeFM/server_workspace/results/rotating_ablation_hprc_20260809/rotating_folds/hprc_r2_coordinate_only/fold_a/seed_20260806/1hop/run_001/1hop_pooled_predictions__shared_dual_coordinate_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,1hop,rotating_folds,hprc_r2_coordinate_only,fold_a,,172288,0.5019502228826151,0.9293500440116248,0.9305566613826948,0.7697460066864784,0.9442187974491344,0.5752659574468085,0.7149488388135203,0.1344479311532557,0.1217737880602323
run_0000,split,heldout_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/rotating_ablation_hprc_20260809/rotating_folds/hprc_r2_coordinate_only/fold_a/seed_20260806/1hop/run_001/1hop_pooled_predictions__shared_dual_coordinate_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,1hop,rotating_folds,hprc_r2_coordinate_only,fold_a,,16381,0.5067456199255235,0.9259153287030908,0.928537815884383,0.7669861424821439,0.9389193422083008,0.5777617154559691,0.7153404429860541,0.13519104096911,0.1185528547900746
run_0000,split,heldout_chr_train,/home/tuv43532/PangenomeFM/server_workspace/results/rotating_ablation_hprc_20260809/rotating_folds/hprc_r2_coordinate_only/fold_a/seed_20260806/1hop/run_001/1hop_pooled_predictions__shared_dual_coordinate_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,1hop,rotating_folds,hprc_r2_coordinate_only,fold_a,,57643,0.4995055774335131,0.9253976700118656,0.926451689353628,0.7675866974307375,0.9403386340235672,0.5709373806133435,0.7104916261480281,0.1357997143017189,0.1172654223884668
run_0000,split,heldout_chr_val,/home/tuv43532/PangenomeFM/server_workspace/results/rotating_ablation_hprc_20260809/rotating_folds/hprc_r2_coordinate_only/fold_a/seed_20260806/1hop/run_001/1hop_pooled_predictions__shared_dual_coordinate_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,1hop,rotating_folds,hprc_r2_coordinate_only,fold_a,,8162,0.4899534427836314,0.920987182899496,0.9183802060859236,0.7666013232050968,0.9266503667481664,0.568642160540135,0.7047884704788471,0.1359045594238428,0.1135438366103219
run_0000,split,train_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/rotating_ablation_hprc_20260809/rotating_folds/hprc_r2_coordinate_only/fold_a/seed_20260806/1hop/run_001/1hop_pooled_predictions__shared_dual_coordinate_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,1hop,rotating_folds,hprc_r2_coordinate_only,fold_a,,40943,0.5056542021835234,0.9329612872358726,0.9347358280148998,0.7692401631536526,0.9493731533977482,0.57426459933343,0.7156443748871366,0.1346012629823594,0.1278447123638424
run_0000,split,train_chr_val,/home/tuv43532/PangenomeFM/server_workspace/results/rotating_ablation_hprc_20260809/rotating_folds/hprc_r2_coordinate_only/fold_a/seed_20260806/1hop/run_001/1hop_pooled_predictions__shared_dual_coordinate_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,1hop,rotating_folds,hprc_r2_coordinate_only,fold_a,,20398,0.4980880478478282,0.932282839675564,0.93221347044958,0.7717913520933425,0.9480709750936024,0.573228346456693,0.7144697294976384,0.1344106216576117,0.1275960880649745
run_0000,split,val_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/rotating_ablation_hprc_20260809/rotating_folds/hprc_r2_coordinate_only/fold_a/seed_20260806/1hop/run_001/1hop_pooled_predictions__shared_dual_coordinate_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,1hop,rotating_folds,hprc_r2_coordinate_only,fold_a,,19193,0.5080498098264993,0.9342738781553502,0.9368666684598564,0.7771583389777523,0.9520977865873802,0.5911188596041431,0.7293894337235052,0.1308029150825401,0.1227728232012718
run_0000,split,val_chr_val,/home/tuv43532/PangenomeFM/server_workspace/results/rotating_ablation_hprc_20260809/rotating_folds/hprc_r2_coordinate_only/fold_a/seed_20260806/1hop/run_001/1hop_pooled_predictions__shared_dual_coordinate_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,1hop,rotating_folds,hprc_r2_coordinate_only,fold_a,,9568,0.4988503344481605,0.9339779044752734,0.9342090360963042,0.7730978260869565,0.944938440492476,0.5788812067881836,0.7179420553462388,0.1305243577412042,0.1210746955987763
run_0001,all_saved_splits,all_saved,/home/tuv43532/PangenomeFM/server_workspace/results/rotating_ablation_hprc_20260809/rotating_folds/hprc_r2_coordinate_only/fold_a/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_coordinate_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_coordinate_only,fold_a,,132825,0.4985431959345003,0.7425289351460511,0.7297524632151555,0.5773084886128365,0.8474377543278847,0.1855509747957535,0.3044426274189152,0.2327811214117996,0.1265760407128308
run_0001,split,heldout_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/rotating_ablation_hprc_20260809/rotating_folds/hprc_r2_coordinate_only/fold_a/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_coordinate_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_coordinate_only,fold_a,,12451,0.4936952855192354,0.7410948677866056,0.7244834991264327,0.5796321580595936,0.8394052044609666,0.1836668293476492,0.301388147357181,0.2318863312182116,0.122639548297666
run_0001,split,heldout_chr_train,/home/tuv43532/PangenomeFM/server_workspace/results/rotating_ablation_hprc_20260809/rotating_folds/hprc_r2_coordinate_only/fold_a/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_coordinate_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_coordinate_only,fold_a,,43880,0.5021194165907019,0.736538097849543,0.728605484601593,0.57616226071103,0.8485894053176375,0.1897608133254663,0.3101632047477745,0.233903286579612,0.1257721408553007
run_0001,split,heldout_chr_val,/home/tuv43532/PangenomeFM/server_workspace/results/rotating_ablation_hprc_20260809/rotating_folds/hprc_r2_coordinate_only/fold_a/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_coordinate_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_coordinate_only,fold_a,,6203,0.4976624214089956,0.746350954955,0.7345144306243935,0.5855231339674352,0.8467741935483871,0.2040816326530612,0.3288958496476116,0.2312795044569135,0.1203716024312015
run_0001,split,train_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/rotating_ablation_hprc_20260809/rotating_folds/hprc_r2_coordinate_only/fold_a/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_coordinate_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_coordinate_only,fold_a,,32402,0.5000925868773533,0.7413188907883309,0.729746843280008,0.5751496821183878,0.8467007963594995,0.1837200691187361,0.3019269776876268,0.2332514402964755,0.1277913214874175
run_0001,split,train_chr_val,/home/tuv43532/PangenomeFM/server_workspace/results/rotating_ablation_hprc_20260809/rotating_folds/hprc_r2_coordinate_only/fold_a/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_coordinate_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_coordinate_only,fold_a,,16130,0.4927464352138871,0.7446110931639869,0.7258115728112956,0.5800991940483571,0.8417684700407213,0.1820583794665324,0.2993689872763008,0.2319021666086246,0.1221141055780615
run_0001,split,val_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/rotating_ablation_hprc_20260809/rotating_folds/hprc_r2_coordinate_only/fold_a/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_coordinate_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_coordinate_only,fold_a,,14524,0.5013081795648582,0.7551191842625693,0.7429954290764058,0.5729137978518315,0.8617449664429531,0.1763494025545941,0.2927830350017101,0.2324511627836307,0.1382643203239522
