run_id,metric_scope,split,prediction_file,seed,closure,experiment_type,regime,fold,transfer_pair,n_targets,positive_fraction,auroc,auprc,accuracy,precision,recall,f1,brier,ece_10bin
run_0000,all_saved_splits,all_saved,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,132825,0.4985431959345003,0.9776070757756116,0.9733316671594716,0.9113570487483532,0.9368951515832384,0.8815747746115163,0.9083935018050542,0.0877255954170398,0.142716790877833
run_0000,split,heldout_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,12451,0.4936952855192354,0.9889829310901526,0.9859350152363092,0.9422536342462452,0.9609375,0.920448999511957,0.9402575820523472,0.0690426606113873,0.1408168757979902
run_0000,split,heldout_chr_train,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,43880,0.5021194165907019,0.9420689598350056,0.9317382668076886,0.8504557885141294,0.8834200743494424,0.8089229791676122,0.8445318423047763,0.1236031136228822,0.1505086064293745
run_0000,split,heldout_chr_val,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,6203,0.4976624214089956,0.9876865716639366,0.9839364523684252,0.9448653877156216,0.9601072745558162,0.9277615808228054,0.943657331136738,0.0688947960961849,0.1384009214707293
run_0000,split,train_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,32402,0.5000925868773533,0.988286217546263,0.985494390115505,0.9387074871921486,0.962464220660942,0.9130461614416192,0.9371041297187738,0.0709311901656981,0.1446498419233476
run_0000,split,train_chr_val,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,16130,0.4927464352138871,0.9889757636320264,0.9859990636366646,0.943149411035338,0.9632362630122546,0.919728233517866,0.9409795970908156,0.0694285960768366,0.1411965424255376
run_0000,split,val_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,14524,0.5013081795648582,0.9882268532274072,0.9852685981896236,0.9412696226934728,0.9628456221198156,0.9182804559813212,0.9400351493848856,0.0709698627794957,0.1431032693863054
run_0000,split,val_chr_val,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,7235,0.4863856254319281,0.9894350245675406,0.9865869918098652,0.9454042847270214,0.9651578320428826,0.9210002841716396,0.9425621637341864,0.0680692512178991,0.1384255277584346
run_0001,all_saved_splits,all_saved,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_314159/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,314159,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,132825,0.4985431959345003,0.9581263374987236,0.9537328929437788,0.8414379823075475,0.9388532555879496,0.7294583125689001,0.8210148807247448,0.1132429341565701,0.1390529578471716
run_0001,split,heldout_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_314159/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,314159,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,12451,0.4936952855192354,0.9837683527064088,0.9795665321035324,0.9041040880250584,0.9617751258623904,0.8391085082153896,0.8962641181581233,0.0832433713182008,0.1462484468365822
run_0001,split,heldout_chr_train,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_314159/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,314159,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,43880,0.5021194165907019,0.8781484455947768,0.873678090552909,0.7349817684594349,0.8803187600526393,0.5464984341669314,0.6743580409397665,0.1646049106137066,0.1259978927531053
run_0001,split,heldout_chr_val,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_314159/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,314159,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,6203,0.4976624214089956,0.9814561499151896,0.9769924112983174,0.9034338223440272,0.9530225782957028,0.8477486232588274,0.8973084176238643,0.0838390894433266,0.1424521487754984
run_0001,split,train_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_314159/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,314159,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,32402,0.5000925868773533,0.981474007750118,0.9777169662329692,0.8920437010061107,0.9602289191538684,0.8180078992841274,0.8834310850439883,0.0888489942560559,0.1500959625683826
run_0001,split,train_chr_val,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_314159/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,314159,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,16130,0.4927464352138871,0.9819529397697108,0.9781292306331526,0.8939243645381277,0.9612483360449636,0.8176899849018621,0.8836766605479638,0.0882278694339036,0.1479189991932025
run_0001,split,val_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_314159/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,314159,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,14524,0.5013081795648582,0.9802126175635094,0.9769354321494372,0.8866703387496557,0.9585028478437754,0.8089548138991897,0.8774020557127961,0.0907646797834686,0.1493590234384557
run_0001,split,val_chr_val,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_314159/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,314159,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,7235,0.4863856254319281,0.980897792729672,0.976684229051157,0.8916378714581894,0.963088384693532,0.8081841432225064,0.8788627935723115,0.0887139334469144,0.1441173715958429
run_0002,all_saved_splits,all_saved,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_42/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,42,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,132825,0.4985431959345003,0.9622043997789994,0.9567319190105836,0.8555844155844156,0.9304185501729472,0.7677403766290641,0.8412874400132384,0.1081278341455029,0.1417942200183185
run_0002,split,heldout_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_42/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,42,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,12451,0.4936952855192354,0.9821814518493196,0.9774989005865178,0.9098867560838488,0.9534380075798592,0.8594436310395315,0.9040041067761808,0.0823655573424369,0.1435518368363571
run_0002,split,heldout_chr_train,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_42/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,42,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,43880,0.5021194165907019,0.8995330339917912,0.8903321815505989,0.7608933454876937,0.8686984857197623,0.6170743884173739,0.7215794501645261,0.153398402943323,0.134908316757039
run_0002,split,heldout_chr_val,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_42/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,42,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,6203,0.4976624214089956,0.980436407095389,0.9755383134570929,0.9066580686764468,0.9484978540772532,0.859086491739553,0.901580826109128,0.0829193791571469,0.1400827822189382
run_0002,split,train_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_42/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,42,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,32402,0.5000925868773533,0.9812389658871248,0.9771985499227248,0.8996049626566262,0.9561817541387811,0.837632683288077,0.892989900983585,0.0871153661673931,0.1479873213394293
run_0002,split,train_chr_val,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_42/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,42,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,16130,0.4927464352138871,0.9821731670795392,0.9781422476324232,0.9034717916924984,0.9569569569569568,0.8419728233517866,0.8957901077571783,0.085315546492046,0.144385143851018
run_0002,split,val_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_42/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,42,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,14524,0.5013081795648582,0.9804271188396042,0.9763677708525772,0.8985128063894244,0.9557369329775546,0.8362862244197226,0.8920304717257544,0.0879892519498374,0.1469572394136432
run_0002,split,val_chr_val,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_a/seed_42/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr1_chr6_chr11_chr16_chr21_val_chr2_chr7_chr12_chr17_chr22_ep100_pat20.csv.gz,42,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_a,,7235,0.4863856254319281,0.9819908899894804,0.976796442647482,0.902557014512785,0.9547511312217196,0.8394430235862461,0.8933918040223802,0.0849022019418021,0.1441034846415106
run_0003,all_saved_splits,all_saved,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_b/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr2_chr7_chr12_chr17_chr22_val_chr3_chr8_chr13_chr18_chrX_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_b,,140080,0.4985222729868646,0.9784410348814108,0.974042098406504,0.9117075956596232,0.9400143953199896,0.8789827159079519,0.9084746766124974,0.0868503810647128,0.1440583178213171
run_0003,split,heldout_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_b/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr2_chr7_chr12_chr17_chr22_val_chr3_chr8_chr13_chr18_chrX_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_b,,14524,0.5013081795648582,0.9895776689456858,0.9862418829231676,0.944987606719912,0.969574036511156,0.919104518610081,0.9436649509976732,0.0683338845901223,0.1425244590381536
run_0003,split,heldout_chr_train,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_b/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr2_chr7_chr12_chr17_chr22_val_chr3_chr8_chr13_chr18_chrX_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_b,,51135,0.50155470812555,0.947371031735105,0.9364620020881578,0.8566148430624817,0.8921337729627885,0.8123367255429484,0.8503673469387755,0.1196759922551529,0.1529728268354697
run_0003,split,heldout_chr_val,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_b/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr2_chr7_chr12_chr17_chr22_val_chr3_chr8_chr13_chr18_chrX_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_b,,7235,0.4863856254319281,0.989818992759894,0.9867512787608972,0.9445749827228748,0.966208133971292,0.918158567774936,0.941570741658167,0.0672181321667564,0.139036039089803
run_0003,split,train_chr_test,/home/tuv43532/PangenomeFM/server_workspace/results/capacity_scaling_hprc_20260809/rotating_folds/hprc_r2_capacity_large_h192_l6/fold_b/seed_20260806/strict/run_001/strict_pooled_predictions__shared_dual_mscale3_orient_adpwk32a4_focal2.0_dedge0.1_maskedq_splitseed20260806_heldout_chr2_chr7_chr12_chr17_chr22_val_chr3_chr8_chr13_chr18_chrX_ep100_pat20.csv.gz,20260806,strict,rotating_folds,hprc_r2_capacity_large_h192_l6,fold_b,,32794,0.4976520095139354,0.9902055612141056,0.987618607786456,0.9439531621638104,0.968006721820062,0.9177083333333332,0.9421867136386513,0.0677801031555812,0.1431334539552773
